Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Product Category,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
10x6x16-dv,10X6X16 DVAtmos TERA-SCH-HE ( Mechanical Seal),"Wilo - Atmos TERA-SCH-HE 10X6X16 DV <p><strong>Model: </strong> 10X6X16 DV<br><strong>Voltage: </strong> 230/460V<br><strong>Power HP: </strong> 100<br><strong>Weight lbs: </strong> 2482<br><strong>Pole: </strong> 4<br><strong>Phase: </strong> ~3<br><strong>Max Pressure PSI: </strong> 175<br><strong>Motor: </strong> ODP<br><strong>Build: </strong> Complete Pump + Motor<br></p><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p> 21223.71 USD
Buy 10X6X16 DV online. Durable, efficient booster pump system from Wilo.",Wilo,Wilo Atmos TERA-SCH-HE ( Mechanical Seal),"Wilo, Wilo - Atmos TERA-SCH-HE-230/460V",FALSE,Power HP,100,Motor_Voltage,ODP / 230/460V,Build,Complete Pump + Motor,atmosteraschhemechanicalseal10x6x16dv100230460vcompletepump+motorodp230460v,1125815.344,,,continue,manual,21223.71,51265.0,TRUE,TRUE,,Hardware > Hardware Pumps > Utility Pumps,https://cdn.shopify.com/s/files/1/0589/7106/2440/files/Wilo_Atmos_TERA_SCH_HE.png?v=1753796504,1,10X6X16 DV,,Wilo - Atmos TERA-SCH-HE 10X6X16 DV - Wilo Wilo - Atmos TERA-SCH-HE Series 230/460V,"Wilo - Atmos TERA-SCH-HE 10X6X16 DV Wilo - Atmos TERA-SCH-HE 10X6X16 DV <p><strong>Model: </strong> 10X6X16 DV<br><strong>Voltage: </strong> 230/460V<br><strong>Power HP: </strong> 100<br><strong>Weight lbs: </strong> 2482<br><strong>Pole: </strong> 4<br><strong>Phase: </strong> ~3<br><strong>Max Pressure PSI: </strong> 175<br><strong>Motor: </strong> ODP<br><strong>Build: </strong> Complete Pump + Motor<br></p><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p> 21223.71 USD
Buy 10X6X16 DV online. Durable, efficient booster pump system from Wilo. 21223.71 USD
Buy 10X6X16 DV online. Durable, efficient booster pump system from Wilo.",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0589/7106/2440/files/Wilo_Atmos_TERA_SCH_HE.png?v=1753796504,lb,,18455.4,,,draft
10x6x16-dv,10X6X16 DVAtmos TERA-SCH-HE ( Mechanical Seal),"Wilo - Atmos TERA-SCH-HE 10X6X16 DV <p><strong>Model: </strong> 10X6X16 DV<br><strong>Voltage: </strong> 230/460V<br><strong>Power HP: </strong> 100<br><strong>Weight lbs: </strong> 2700<br><strong>Pole: </strong> 4<br><strong>Phase: </strong> ~3<br><strong>Max Pressure PSI: </strong> 175<br><strong>Motor: </strong> TEFC<br><strong>Build: </strong> Complete Pump + Motor<br></p><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p> 26661.6 USD
Buy 10X6X16 DV online. Durable, efficient booster pump system from Wilo.",Wilo,Wilo Atmos TERA-SCH-HE ( Mechanical Seal),"Wilo, Wilo - Atmos TERA-SCH-HE-230/460V",FALSE,Power HP,100,Motor_Voltage,TEFC / 230/460V,Build,Complete Pump + Motor,atmosteraschhemechanicalseal10x6x16dv100230460vcompletepump+motortefc230460v,1224698.4,,,continue,manual,26661.6,64400.0,TRUE,TRUE,,Hardware > Hardware Pumps > Utility Pumps,,,,,Wilo - Atmos TERA-SCH-HE 10X6X16 DV - Wilo Wilo - Atmos TERA-SCH-HE Series 230/460V,"Wilo - Atmos TERA-SCH-HE 10X6X16 DV Wilo - Atmos TERA-SCH-HE 10X6X16 DV <p><strong>Model: </strong> 10X6X16 DV<br><strong>Voltage: </strong> 230/460V<br><strong>Power HP: </strong> 100<br><strong>Weight lbs: </strong> 2700<br><strong>Pole: </strong> 4<br><strong>Phase: </strong> ~3<br><strong>Max Pressure PSI: </strong> 175<br><strong>Motor: </strong> TEFC<br><strong>Build: </strong> Complete Pump + Motor<br></p><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p> 26661.6 USD
Buy 10X6X16 DV online. Durable, efficient booster pump system from Wilo. 26661.6 USD
Buy 10X6X16 DV online. Durable, efficient booster pump system from Wilo.",,,,,,,,,,,,,,,lb,,23184.0,,,draft
10x6x16-dv,10X6X16 DVAtmos TERA-SCH-HE ( Mechanical Seal),"Wilo - Atmos TERA-SCH-HE 10X6X16 DV <p><strong>Model: </strong> 10X6X16 DV<br><strong>Voltage: </strong> 230/460V<br><strong>Power HP: </strong> 125<br><strong>Weight lbs: </strong> 2559<br><strong>Pole: </strong> 4<br><strong>Phase: </strong> ~3<br><strong>Max Pressure PSI: </strong> 175<br><strong>Motor: </strong> ODP<br><strong>Build: </strong> Complete Pump + Motor<br></p><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p> 22678.92 USD
Buy 10X6X16 DV online. Durable, efficient booster pump system from Wilo.",Wilo,Wilo Atmos TERA-SCH-HE ( Mechanical Seal),"Wilo, Wilo - Atmos TERA-SCH-HE-230/460V",FALSE,Power HP,125,Motor_Voltage,ODP / 230/460V,Build,Complete Pump + Motor,atmosteraschhemechanicalseal10x6x16dv125230460vcompletepump+motorodp230460v,1160741.928,,,continue,manual,22678.92,54780.0,TRUE,TRUE,,Hardware > Hardware Pumps > Utility Pumps,,,,,Wilo - Atmos TERA-SCH-HE 10X6X16 DV - Wilo Wilo - Atmos TERA-SCH-HE Series 230/460V,"Wilo - Atmos TERA-SCH-HE 10X6X16 DV Wilo - Atmos TERA-SCH-HE 10X6X16 DV <p><strong>Model: </strong> 10X6X16 DV<br><strong>Voltage: </strong> 230/460V<br><strong>Power HP: </strong> 125<br><strong>Weight lbs: </strong> 2559<br><strong>Pole: </strong> 4<br><strong>Phase: </strong> ~3<br><strong>Max Pressure PSI: </strong> 175<br><strong>Motor: </strong> ODP<br><strong>Build: </strong> Complete Pump + Motor<br></p><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p> 22678.92 USD
Buy 10X6X16 DV online. Durable, efficient booster pump system from Wilo. 22678.92 USD
Buy 10X6X16 DV online. Durable, efficient booster pump system from Wilo.",,,,,,,,,,,,,,,lb,,19720.8,,,draft
10x6x16-dv,10X6X16 DVAtmos TERA-SCH-HE ( Mechanical Seal),"Wilo - Atmos TERA-SCH-HE 10X6X16 DV <p><strong>Model: </strong> 10X6X16 DV<br><strong>Voltage: </strong> 230/460V<br><strong>Power HP: </strong> 125<br><strong>Weight lbs: </strong> 3174<br><strong>Pole: </strong> 4<br><strong>Phase: </strong> ~3<br><strong>Max Pressure PSI: </strong> 175<br><strong>Motor: </strong> TEFC<br><strong>Build: </strong> Complete Pump + Motor<br></p><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p> 30248.91 USD
Buy 10X6X16 DV online. Durable, efficient booster pump system from Wilo.",Wilo,Wilo Atmos TERA-SCH-HE ( Mechanical Seal),"Wilo, Wilo - Atmos TERA-SCH-HE-230/460V",FALSE,Power HP,125,Motor_Voltage,TEFC / 230/460V,Build,Complete Pump + Motor,atmosteraschhemechanicalseal10x6x16dv125230460vcompletepump+motortefc230460v,1439701.008,,,continue,manual,30248.91,73065.0,TRUE,TRUE,,Hardware > Hardware Pumps > Utility Pumps,,,,,Wilo - Atmos TERA-SCH-HE 10X6X16 DV - Wilo Wilo - Atmos TERA-SCH-HE Series 230/460V,"Wilo - Atmos TERA-SCH-HE 10X6X16 DV Wilo - Atmos TERA-SCH-HE 10X6X16 DV <p><strong>Model: </strong> 10X6X16 DV<br><strong>Voltage: </strong> 230/460V<br><strong>Power HP: </strong> 125<br><strong>Weight lbs: </strong> 3174<br><strong>Pole: </strong> 4<br><strong>Phase: </strong> ~3<br><strong>Max Pressure PSI: </strong> 175<br><strong>Motor: </strong> TEFC<br><strong>Build: </strong> Complete Pump + Motor<br></p><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p> 30248.91 USD
Buy 10X6X16 DV online. Durable, efficient booster pump system from Wilo. 30248.91 USD
Buy 10X6X16 DV online. Durable, efficient booster pump system from Wilo.",,,,,,,,,,,,,,,lb,,26303.4,,,draft
10x6x16-dv,10X6X16 DVAtmos TERA-SCH-HE ( Mechanical Seal),"Wilo - Atmos TERA-SCH-HE 10X6X16 DV <p><strong>Model: </strong> 10X6X16 DV<br><strong>Voltage: </strong> 460V<br><strong>Power HP: </strong> 150<br><strong>Weight lbs: </strong> 2920<br><strong>Pole: </strong> 4<br><strong>Phase: </strong> ~3<br><strong>Max Pressure PSI: </strong> 175<br><strong>Motor: </strong> ODP<br><strong>Build: </strong> Complete Pump + Motor<br></p><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p> 27237.06 USD
Buy 10X6X16 DV online. Durable, efficient booster pump system from Wilo.",Wilo,Wilo Atmos TERA-SCH-HE ( Mechanical Seal),"Wilo, Wilo - Atmos TERA-SCH-HE-460V",FALSE,Power HP,150,Motor_Voltage,ODP / 460V,Build,Complete Pump + Motor,atmosteraschhemechanicalseal10x6x16dv150460vcompletepump+motorodp460v,1324488.64,,,continue,manual,27237.06,65790.0,TRUE,TRUE,,Hardware > Hardware Pumps > Utility Pumps,,,,,Wilo - Atmos TERA-SCH-HE 10X6X16 DV - Wilo Wilo - Atmos TERA-SCH-HE Series 460V,"Wilo - Atmos TERA-SCH-HE 10X6X16 DV Wilo - Atmos TERA-SCH-HE 10X6X16 DV <p><strong>Model: </strong> 10X6X16 DV<br><strong>Voltage: </strong> 460V<br><strong>Power HP: </strong> 150<br><strong>Weight lbs: </strong> 2920<br><strong>Pole: </strong> 4<br><strong>Phase: </strong> ~3<br><strong>Max Pressure PSI: </strong> 175<br><strong>Motor: </strong> ODP<br><strong>Build: </strong> Complete Pump + Motor<br></p><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p> 27237.06 USD
Buy 10X6X16 DV online. Durable, efficient booster pump system from Wilo. 27237.06 USD
Buy 10X6X16 DV online. Durable, efficient booster pump system from Wilo.",,,,,,,,,,,,,,,lb,,23684.4,,,draft
10x6x16-dv,10X6X16 DVAtmos TERA-SCH-HE ( Mechanical Seal),"Wilo - Atmos TERA-SCH-HE 10X6X16 DV <p><strong>Model: </strong> 10X6X16 DV<br><strong>Voltage: </strong> 230/460V<br><strong>Power HP: </strong> 150<br><strong>Weight lbs: </strong> 3408<br><strong>Pole: </strong> 4<br><strong>Phase: </strong> ~3<br><strong>Max Pressure PSI: </strong> 175<br><strong>Motor: </strong> TEFC<br><strong>Build: </strong> Complete Pump + Motor<br></p><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p> 33821.73 USD
Buy 10X6X16 DV online. Durable, efficient booster pump system from Wilo.",Wilo,Wilo Atmos TERA-SCH-HE ( Mechanical Seal),"Wilo, Wilo - Atmos TERA-SCH-HE-230/460V",FALSE,Power HP,150,Motor_Voltage,TEFC / 230/460V,Build,Complete Pump + Motor,atmosteraschhemechanicalseal10x6x16dv150230460vcompletepump+motortefc230460v,1545841.536,,,continue,manual,33821.73,81695.0,TRUE,TRUE,,Hardware > Hardware Pumps > Utility Pumps,,,,,Wilo - Atmos TERA-SCH-HE 10X6X16 DV - Wilo Wilo - Atmos TERA-SCH-HE Series 230/460V,"Wilo - Atmos TERA-SCH-HE 10X6X16 DV Wilo - Atmos TERA-SCH-HE 10X6X16 DV <p><strong>Model: </strong> 10X6X16 DV<br><strong>Voltage: </strong> 230/460V<br><strong>Power HP: </strong> 150<br><strong>Weight lbs: </strong> 3408<br><strong>Pole: </strong> 4<br><strong>Phase: </strong> ~3<br><strong>Max Pressure PSI: </strong> 175<br><strong>Motor: </strong> TEFC<br><strong>Build: </strong> Complete Pump + Motor<br></p><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p> 33821.73 USD
Buy 10X6X16 DV online. Durable, efficient booster pump system from Wilo. 33821.73 USD
Buy 10X6X16 DV online. Durable, efficient booster pump system from Wilo.",,,,,,,,,,,,,,,lb,,29410.2,,,draft
10x6x16-dv,10X6X16 DVAtmos TERA-SCH-HE ( Mechanical Seal),"Wilo - Atmos TERA-SCH-HE 10X6X16 DV <p><strong>Model: </strong> 10X6X16 DV<br><strong>Voltage: </strong> 460V<br><strong>Power HP: </strong> 200<br><strong>Weight lbs: </strong> 3039<br><strong>Pole: </strong> 4<br><strong>Phase: </strong> ~3<br><strong>Max Pressure PSI: </strong> 175<br><strong>Motor: </strong> ODP<br><strong>Build: </strong> Complete Pump + Motor<br></p><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p> 30331.71 USD
Buy 10X6X16 DV online. Durable, efficient booster pump system from Wilo.",Wilo,Wilo Atmos TERA-SCH-HE ( Mechanical Seal),"Wilo, Wilo - Atmos TERA-SCH-HE-460V",FALSE,Power HP,200,Motor_Voltage,ODP / 460V,Build,Complete Pump + Motor,atmosteraschhemechanicalseal10x6x16dv200460vcompletepump+motorodp460v,1378466.088,,,continue,manual,30331.71,73265.0,TRUE,TRUE,,Hardware > Hardware Pumps > Utility Pumps,,,,,Wilo - Atmos TERA-SCH-HE 10X6X16 DV - Wilo Wilo - Atmos TERA-SCH-HE Series 460V,"Wilo - Atmos TERA-SCH-HE 10X6X16 DV Wilo - Atmos TERA-SCH-HE 10X6X16 DV <p><strong>Model: </strong> 10X6X16 DV<br><strong>Voltage: </strong> 460V<br><strong>Power HP: </strong> 200<br><strong>Weight lbs: </strong> 3039<br><strong>Pole: </strong> 4<br><strong>Phase: </strong> ~3<br><strong>Max Pressure PSI: </strong> 175<br><strong>Motor: </strong> ODP<br><strong>Build: </strong> Complete Pump + Motor<br></p><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p> 30331.71 USD
Buy 10X6X16 DV online. Durable, efficient booster pump system from Wilo. 30331.71 USD
Buy 10X6X16 DV online. Durable, efficient booster pump system from Wilo.",,,,,,,,,,,,,,,lb,,26375.4,,,draft
10x6x16-dv,10X6X16 DVAtmos TERA-SCH-HE ( Mechanical Seal),"Wilo - Atmos TERA-SCH-HE 10X6X16 DV <p><strong>Model: </strong> 10X6X16 DV<br><strong>Voltage: </strong> 230/460V<br><strong>Power HP: </strong> 200<br><strong>Weight lbs: </strong> 3908<br><strong>Pole: </strong> 4<br><strong>Phase: </strong> ~3<br><strong>Max Pressure PSI: </strong> 175<br><strong>Motor: </strong> TEFC<br><strong>Build: </strong> Complete Pump + Motor<br></p><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p> 38315.7 USD
Buy 10X6X16 DV online. Durable, efficient booster pump system from Wilo.",Wilo,Wilo Atmos TERA-SCH-HE ( Mechanical Seal),"Wilo, Wilo - Atmos TERA-SCH-HE-230/460V",FALSE,Power HP,200,Motor_Voltage,TEFC / 230/460V,Build,Complete Pump + Motor,atmosteraschhemechanicalseal10x6x16dv200230460vcompletepump+motortefc230460v,1772637.536,,,continue,manual,38315.7,92550.0,TRUE,TRUE,,Hardware > Hardware Pumps > Utility Pumps,,,,,Wilo - Atmos TERA-SCH-HE 10X6X16 DV - Wilo Wilo - Atmos TERA-SCH-HE Series 230/460V,"Wilo - Atmos TERA-SCH-HE 10X6X16 DV Wilo - Atmos TERA-SCH-HE 10X6X16 DV <p><strong>Model: </strong> 10X6X16 DV<br><strong>Voltage: </strong> 230/460V<br><strong>Power HP: </strong> 200<br><strong>Weight lbs: </strong> 3908<br><strong>Pole: </strong> 4<br><strong>Phase: </strong> ~3<br><strong>Max Pressure PSI: </strong> 175<br><strong>Motor: </strong> TEFC<br><strong>Build: </strong> Complete Pump + Motor<br></p><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p> 38315.7 USD
Buy 10X6X16 DV online. Durable, efficient booster pump system from Wilo. 38315.7 USD
Buy 10X6X16 DV online. Durable, efficient booster pump system from Wilo.",,,,,,,,,,,,,,,lb,,33318.0,,,draft
10x6x16-dv,10X6X16 DVAtmos TERA-SCH-HE ( Mechanical Seal),"Wilo - Atmos TERA-SCH-HE 10X6X16 DV <p><strong>Model: </strong> 10X6X16 DV<br><strong>Voltage: </strong> 230/460V<br><strong>Power HP: </strong> 100<br><strong>Weight lbs: </strong> 1312<br><strong>Pole: </strong> 4<br><strong>Phase: </strong> ~3<br><strong>Max Pressure PSI: </strong> 175<br><strong>Motor: </strong> ODP<br><strong>Build: </strong> Complete Assembly - Minus Motor<br></p><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p> 15448.41 USD
Buy 10X6X16 DV online. Durable, efficient booster pump system from Wilo.",Wilo,Wilo Atmos TERA-SCH-HE ( Mechanical Seal),"Wilo, Wilo - Atmos TERA-SCH-HE-230/460V",FALSE,Power HP,100,Motor_Voltage,ODP / 230/460V,Build,Complete Assembly - Minus Motor,atmosteraschhemechanicalseal10x6x16dv100230460vcompleteassemblyminusmotorodp230460v,595112.704,,,continue,manual,15448.41,37315.0,TRUE,TRUE,,Hardware > Hardware Pumps > Utility Pumps,,,,,Wilo - Atmos TERA-SCH-HE 10X6X16 DV - Wilo Wilo - Atmos TERA-SCH-HE Series 230/460V,"Wilo - Atmos TERA-SCH-HE 10X6X16 DV Wilo - Atmos TERA-SCH-HE 10X6X16 DV <p><strong>Model: </strong> 10X6X16 DV<br><strong>Voltage: </strong> 230/460V<br><strong>Power HP: </strong> 100<br><strong>Weight lbs: </strong> 1312<br><strong>Pole: </strong> 4<br><strong>Phase: </strong> ~3<br><strong>Max Pressure PSI: </strong> 175<br><strong>Motor: </strong> ODP<br><strong>Build: </strong> Complete Assembly - Minus Motor<br></p><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p> 15448.41 USD
Buy 10X6X16 DV online. Durable, efficient booster pump system from Wilo. 15448.41 USD
Buy 10X6X16 DV online. Durable, efficient booster pump system from Wilo.",,,,,,,,,,,,,,,lb,,13433.4,,,draft
10x6x16-dv,10X6X16 DVAtmos TERA-SCH-HE ( Mechanical Seal),"Wilo - Atmos TERA-SCH-HE 10X6X16 DV <p><strong>Model: </strong> 10X6X16 DV<br><strong>Voltage: </strong> 230/460V<br><strong>Power HP: </strong> 100<br><strong>Weight lbs: </strong> 1313<br><strong>Pole: </strong> 4<br><strong>Phase: </strong> ~3<br><strong>Max Pressure PSI: </strong> 175<br><strong>Motor: </strong> TEFC<br><strong>Build: </strong> Complete Assembly - Minus Motor<br></p><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p> 15260.04 USD
Buy 10X6X16 DV online. Durable, efficient booster pump system from Wilo.",Wilo,Wilo Atmos TERA-SCH-HE ( Mechanical Seal),"Wilo, Wilo - Atmos TERA-SCH-HE-230/460V",FALSE,Power HP,100,Motor_Voltage,TEFC / 230/460V,Build,Complete Assembly - Minus Motor,atmosteraschhemechanicalseal10x6x16dv100230460vcompleteassemblyminusmotortefc230460v,595566.296,,,continue,manual,15260.04,36860.0,TRUE,TRUE,,Hardware > Hardware Pumps > Utility Pumps,,,,,Wilo - Atmos TERA-SCH-HE 10X6X16 DV - Wilo Wilo - Atmos TERA-SCH-HE Series 230/460V,"Wilo - Atmos TERA-SCH-HE 10X6X16 DV Wilo - Atmos TERA-SCH-HE 10X6X16 DV <p><strong>Model: </strong> 10X6X16 DV<br><strong>Voltage: </strong> 230/460V<br><strong>Power HP: </strong> 100<br><strong>Weight lbs: </strong> 1313<br><strong>Pole: </strong> 4<br><strong>Phase: </strong> ~3<br><strong>Max Pressure PSI: </strong> 175<br><strong>Motor: </strong> TEFC<br><strong>Build: </strong> Complete Assembly - Minus Motor<br></p><p><em>NOTE: We will contact you during order fulfilment to discuss shipping and handling costs for products weighing more than 150 pounds. These costs will be billed separately.</em></p><p><a href=""https://wilo.com/en/overview.html"" target=""_blank"">View Manufacturer Website</a></p> 15260.04 USD
Buy 10X6X16 DV online. Durable, efficient booster pump system from Wilo. 15260.04 USD
Buy 10X6X16 DV online. Durable, efficient booster pump system from Wilo.",,,,,,,,,,,,,,,lb,,13269.6,,,draft
